Date,Apple_Price,Apple_Transaction_Quantity,Mandarin_Price,Mandarin_Transaction_Quantity,Japanese_Pear_Price,Japanese_Pear_Transaction_Quantity,Hirosaki_Average_Temperature,Hirosaki_Precipitation,Hirosaki_Sunshine_Duration,Hirosaki_Maximum_Snow_Depth,Hirosaki_Snowfall,Hirosaki_Maximum_Wind_Speed,Tokyo_Average_Temperature,Tokyo_Precipitation,Tokyo_Sunshine_Duration,Tokyo_Maximum_Wind_Speed
2015/10/19,297,159931,199,776216,299,77893,10.9,0,8.8,0,0,3,19,0,9.9,5.1
2015/10/20,300,133105,190,461748,288,95785,9.7,4,3.3,0,0,4.8,19,0,6.9,4.4
2015/10/21,,,,,,,9.2,7,7.7,0,0,4.9,17.2,0,3.2,5.2
2015/10/22,297,207489,199,774026,287,133868,8.8,0,6.2,0,0,3.7,17.4,0,7.2,5.3
2015/10/23,271,168007,194,658650,277,96935,8.8,0,10.2,0,0,3,17.9,0,0.8,3.9
2015/10/24,294,128031,193,576688,271,107886,11.4,7.5,0.5,0,0,6.4,19,0,7.6,8.1
2015/10/25,,,,,,,7.7,2,0.2,0,0,6.3,16.1,0,10,9.3
2015/10/26,283,175281,201,836173,304,67385,8.4,0,8.9,0,0,6,15.5,0,9.5,6.4
2015/10/27,313,132812,185,386268,279,67283,12,0,5.8,0,0,4.6,18.3,0,9.4,9.2
2015/10/28,,,,,,,13.3,0,5.4,0,0,6.4,20.8,0,7.6,5.4
2015/10/29,288,148384,199,692249,272,104325,7.7,1.5,2.2,0,0,3.3,17.1,0,0.7,4.6
2015/10/30,288,172823,194,406874,256,62877,6.2,8,2.5,0,0,3.9,17.1,0,6.1,4.4
2015/10/31,288,164662,194,380549,276,111360,6.8,0,0.8,0,0,4.5,14.4,0,1.1,4.8
2015/11/1,,,,,,,8.5,0,4,0,0,4.7,13.1,0,8.6,3
2015/11/2,292,145820,226,581626,272,83240,7.6,1,0,0,0,2.3,12.7,38,0,7.1
2015/11/3,,,,,,,10.2,0,7.8,0,0,4.9,16.2,0,8.7,6.4
2015/11/4,275,160180,239,659757,243,72508,10.5,0,9.7,0,0,3.2,14.4,0,9.8,4.4
2015/11/5,255,86962,249,518540,269,65495,11.9,0,9.2,0,0,5,15.1,0,8.2,3.5
2015/11/6,252,128222,269,730665,238,41910,11.4,0,0.6,0,0,4.1,16.4,0,9.6,4.1
2015/11/7,262,96048,257,657777,254,63218,7.2,0,1.5,0,0,2.6,16.5,0,2.1,4.6
2015/11/8,,,,,,,8.7,12,0,0,0,2.7,15.2,14,0,4.2
2015/11/9,296,154968,259,1048370,249,47495,12,19.5,0,0,0,3,18.2,1,0,5.9
2015/11/10,264,100375,253,704403,230,50845,10.9,2,0.9,0,0,3.5,16.5,7.5,0,3.6
2015/11/11,,,,,,,7.2,8,0.8,0,0,3.7,14.9,0,6.1,4.7
2015/11/12,250,163312,258,1124996,274,66098,6.1,0,4.6,0,0,2.6,13.4,0,1.4,5
2015/11/13,285,58450,244,781284,241,30435,6.2,0,9.3,0,0,3.8,13.1,0,2,4
2015/11/14,265,107768,259,731398,236,41861,9.9,0.5,0,0,0,3.4,13,17.5,0,5
2015/11/15,,,,,,,14.3,10.5,0.7,0,0,3.5,16,8.5,2.3,4.3
2015/11/16,312,70201,248,996180,266,27010,13,0,6.2,0,0,4,17.2,0,6,5.9
2015/11/17,297,106661,242,688365,233,13013,13.2,0,1,0,0,4,18.5,3,3.8,4
2015/11/18,,,,,,,7.8,0,0.9,0,0,4.3,16.7,13,2.5,4.7
2015/11/19,314,151465,252,1209943,259,46078,6.1,0,4.4,0,0,2.4,14.5,7,6,5
2015/11/20,297,93009,246,936610,277,16834,7,0,4.3,0,0,2.3,13.7,0,0,3
2015/11/21,302,118503,249,754570,292,7693,6.6,7.5,2,0,0,5.1,15.5,0,6.1,5.9
2015/11/22,,,,,,,3.7,1,0,0,0,3,13.1,0,0,3
2015/11/23,,,,,,,2.8,3.5,0,0,0,2,12.2,0.5,0,4.2
2015/11/24,315,180773,251,1146851,390,5318,4.3,11,0,0,0,6.1,14.3,2,6.7,8.2
2015/11/25,325,76464,228,641578,281,6734,2.5,0.5,0,0,0,3.1,8.7,7,0,5.4
2015/11/26,321,136136,254,778322,348,10768,4.3,1.5,0,0,0,4,8.7,20.5,0.1,5.9
2015/11/27,343,116757,246,929726,302,13990,5.8,9,2,0,0,7.9,9.9,0,9.2,6.9
2015/11/28,363,114186,240,805419,313,3885,4.5,10.5,2.2,0,0,5.8,9.4,0,9.2,3.5
2015/11/29,,,,,,,2.8,0,3,0,0,5.5,10.4,0,7.1,3.8
2015/11/30,347,137546,237,981623,355,7575,4.8,1,5.7,0,0,6.1,10,0,4.6,3.5
2015/12/1,342,82154,258,757449,391,10155,3.2,0.5,0.7,0,0,5.4,10.8,0,9,4.2
2015/12/2,341,77264,245,512508,268,4825,3.4,0,4.2,0,0,2.8,9.5,1,0,4.1
2015/12/3,318,141358,258,1079682,547,2431,6.4,0.5,0.8,0,0,5.2,10.5,1.5,0.2,4.7
2015/12/4,360,72894,261,929271,412,7468,1.4,9.5,0,3,3,8.1,9.9,0,9,8.1
2015/12/5,411,129526,268,876517,310,7641,2.4,4,0.1,3,0,7.3,9.8,0,9,5.1
2015/12/6,,,,,,,1.1,2.5,0.3,4,7,6.8,10.6,0,4.7,6
2015/12/7,339,164652,263,1331840,356,5808,2,0,0.2,4,1,4.1,9.2,0,7.5,4
2015/12/8,333,96169,270,703826,287,8282,2.3,0,2.1,0,0,2.9,8,0,2.3,4
2015/12/9,,,,,,,2.5,0,8.6,0,0,5.2,7.5,0,8.7,3.3
2015/12/10,340,239344,273,1262540,370,12343,7.1,0.5,0.3,0,0,4.6,8.8,5.5,2.3,3.1
2015/12/11,342,118425,263,979706,350,15942,6.4,27.5,0,0,0,6.1,14.7,64,4.9,11
2015/12/12,339,121803,271,878410,340,18450,4.7,0,8.5,0,0,3.3,12.6,0,5.1,5.6
2015/12/13,,,,,,,5.5,0,2.3,0,0,2.4,10.2,1.5,0,4.5
2015/12/14,358,182171,283,1176126,377,17365,3.6,0,8.7,0,0,2.5,11.6,0,0.8,4.3
2015/12/15,317,128074,273,796057,421,8496,6.6,1,0,0,0,2.6,11.5,0,0.4,3.6
2015/12/16,357,116023,285,586040,451,3146,6.9,3.5,1,0,0,4.3,12.9,0,8.3,4.4
2015/12/17,306,157870,299,1049660,386,1748,1.8,0,2.2,0,0,6.3,10.1,0,1.4,7.2
2015/12/18,326,105919,294,1193711,393,2838,1.7,0.5,1.6,0,0,4.6,7.8,0,8.9,6.3
2015/12/19,393,183063,300,1054819,321,15860,2.1,0,0.6,0,0,5.1,7.1,0,9,7.2
2015/12/20,,,,,,,3.8,0,0.2,0,0,4.6,6.9,0,8.9,3.1
2015/12/21,315,131817,295,1596864,330,4957,4.3,0.5,0.8,0,0,5,8.8,0,1.5,3.4
2015/12/22,320,127232,301,1287975,438,2223,3.6,4.5,0.1,0,0,4.7,11,0,8.9,6.6
2015/12/23,,,,,,,2.9,0,1.2,0,0,2.2,6.8,4,0,4.2
2015/12/24,357,172562,311,1901871,325,1257,3.9,0,6.8,0,0,2.5,10.3,5,3.9,4.4
2015/12/25,355,184018,300,1487152,287,160,1.8,9.5,1,0,0,5.9,10.9,0,6.5,7.1
2015/12/26,344,158443,295,1447396,423,1801,-1,10.5,0.5,17,20,6.3,8.5,0,7.6,4.3
2015/12/27,308,165779,302,1125852,228,180,-3.9,4.5,0.7,20,10,7.3,7.3,0,3.7,6
2015/12/28,326,156227,290,1133938,244,510,-2.2,5,0.1,28,9,4.4,6,0,7.9,4.7
2015/12/29,309,172483,281,795513,132,295,-2.2,3.5,1.4,27,11,5.2,6.3,0,8.8,4.9
2015/12/30,,,,,,,-0.8,0,1.6,25,1,5.1,7.2,0,7.6,4.5
2015/12/31,,,,,,,-0.7,0,2.2,16,0,4.7,6.6,0,5.2,3.4
2016/1/1,,,,,,,0.3,0,0.6,15,2,4.5,7.5,0,9,5.6
2016/1/2,,,,,,,2.4,0,0.2,15,0,5.2,7.3,0,7.5,5.2
2016/1/3,,,,,,,2.9,0,0,11,0,3.4,9.3,0,8.3,3.4
2016/1/4,,,,,,,-0.3,14.5,0,35,27,4.7,9.2,0,8.9,3.1
2016/1/5,319,168758,287,455536,330,715,-0.6,0,0.7,33,1,6.1,10.9,0,8.4,4
2016/1/6,374,164440,281,222936,608,8,0.5,0,2.6,27,1,4.9,8.9,0,0,3.9
2016/1/7,305,181162,324,477238,51,1270,-0.3,0,1.9,22,4,5.4,8.7,0,4.8,6
2016/1/8,335,203754,316,490538,353,1330,0.4,0.5,3.5,20,3,5.3,6.8,0,8.7,3.2
2016/1/9,303,206209,310,525964,256,579,-1.1,0,2.2,22,5,5.2,7.3,0,8.9,4.4
2016/1/10,,,,,,,-1.1,0.5,0.8,21,6,8.4,7.9,0,9.1,4.4
2016/1/11,,,,,,,-3.8,2.5,0,28,10,5.1,7.1,0,3.3,4
2016/1/12,319,236730,320,774479,304,1955,-3.4,1.5,0.5,30,8,4.1,3.4,0,0,4.5
2016/1/13,323,213469,318,207770,184,150,-2.2,0,4.5,29,2,4.1,4.3,0,8.7,4
2016/1/14,292,211525,311,766939,384,285,-1.9,0.5,5,25,2,5.8,6,0,9.1,4.6
2016/1/15,326,195461,323,741109,,,-2.9,0,5.3,22,1,4.7,5.6,0,8.1,4.6
2016/1/16,298,228730,324,546927,,,-2.5,0,0.3,23,4,4.1,6.5,0,9.1,4
2016/1/17,,,,,,,-2.9,0,0.9,25,3,3,5.8,3,3.1,4.6
2016/1/18,295,207837,337,605506,341,8895,-1.4,13,0,29,13,4.1,2.8,67,1.4,7.7
2016/1/19,327,237577,328,548252,266,260,-0.4,2,1.6,31,9,3.4,5.1,0,9.1,7.9
2016/1/20,,,,,,,-0.4,9.5,4.1,35,19,5.4,4.1,0,9.2,9.7
2016/1/21,296,357396,331,650743,331,1490,-0.8,11.5,1.9,46,14,4.2,5.4,0,7.4,6.3
2016/1/22,304,251245,327,504748,268,8210,-2.6,0,6.3,39,0,5.3,5.8,0,8.1,5.4
2016/1/23,300,252156,335,456835,273,8080,-2.9,0,5.6,39,1,4.4,3.9,0,0.2,4.9
2016/1/24,,,,,,,-2.8,1,3,39,3,3.4,3.3,0,9,8.6
2016/1/25,300,274016,328,456795,,,-2.5,19.5,0.9,72,33,5.5,2.9,0,9.6,6.9
2016/1/26,301,277907,356,461944,,,0.2,0,1.7,65,1,2.7,3.8,0,8.6,3.6
2016/1/27,,,,,,,0.8,0,2.4,56,1,5.6,6.3,0,9.4,4.2
2016/1/28,292,387366,326,555386,266,6920,-0.1,0,3.3,51,1,5.8,7.8,0,9.4,3.9
2016/1/29,291,228215,352,490736,307,1040,-1.3,0,3.1,48,0,4.1,5.4,9.5,0,5.1
2016/1/30,304,365238,350,373707,318,1155,-1.8,0,6.9,47,0,3.3,3.3,5.5,0,4.1
2016/1/31,,,,,,,-3.3,0,1.7,45,1,4.6,6.1,0,5.1,3.7
2016/2/1,300,361864,359,383635,279,420,-3.7,0,3.4,45,1,4.6,4.7,0,0,4.2
2016/2/2,306,220187,362,281388,,,-3.4,0,5.8,44,3,4.6,6,0,8.5,5.5
2016/2/3,,,,,,,-2.1,0,1.7,45,1,4.6,5,0,7.1,6.2
2016/2/4,302,354287,356,466348,279,980,-0.4,0,3,43,2,2.9,5.1,0,5.9,4.3
2016/2/5,291,285472,342,348303,243,1210,0.5,0.5,2.9,44,4,5.1,7.5,0,9,5
2016/2/6,301,266690,341,282380,309,645,-2.3,0,6.3,41,0,4.4,6.7,0,1,5.9
2016/2/7,,,,,,,-3.4,0.5,4,43,11,4.9,5,0,8.9,7.1
2016/2/8,305,281625,352,434289,,,0.4,0,6.1,43,1,3.4,4.4,0,5.5,4
2016/2/9,284,249589,375,273358,281,600,0.2,7.5,1.7,50,15,3.8,6.6,0,8.6,7.7
2016/2/10,311,233221,345,186919,,,-1.3,1.5,2.9,52,6,5.8,6,0,9.9,9.2
2016/2/11,,,,,,,-0.1,0.5,3.7,46,3,4,6,0,9.9,7.5
2016/2/12,289,387621,363,372077,263,380,1.1,0,7.7,41,0,2.5,7.2,0,2.4,4.2
2016/2/13,305,222355,346,276093,262,485,6.3,0,0.6,40,0,3.5,14,0,4.6,9.2
2016/2/14,,,,,,,6.9,4.5,0.2,34,0,11.2,18.5,12.5,4.4,10.8
2016/2/15,317,315500,358,208141,,,-2.8,1,1.1,26,4,4.9,8.1,0.5,0.4,10
2016/2/16,310,241095,339,237274,,,-3.1,4,1.2,34,11,3.6,5.6,0,9.4,7.3
2016/2/17,,,,,,,-2.5,3.5,1.4,39,11,6.6,6.2,0,8.5,7.9
2016/2/18,305,437370,341,254083,,,1.5,9.5,4.9,35,1,3.7,6.2,0,6.8,5.5
2016/2/19,313,243585,342,125283,,,3.7,4.5,3.2,26,0,7.2,9.7,0,9.3,4.6
2016/2/20,321,212355,324,143730,,,1.8,6.5,0,22,2,2.9,8,40.5,0.6,4.6
2016/2/21,,,,,,,1.1,5.5,0.7,23,8,7.1,9.5,0,3.8,6.2
2016/2/22,319,314769,373,145597,261,850,-0.8,0,2.6,22,0,4.9,6.7,1.5,0.5,5.2
2016/2/23,314,267129,335,157656,,,1.3,0.5,0,21,2,4.8,6.7,0,0.1,3.9
2016/2/24,,,,,,,-3.2,4,0.7,28,11,4.5,5.8,0.5,0.1,5.6
2016/2/25,301,337382,355,227738,,,-3.1,0,4.8,23,1,5.5,3.8,0.5,2,4.9
2016/2/26,316,238232,328,127165,,,-2.1,1,4.1,26,8,5.3,5.8,0,10.5,5.4
2016/2/27,322,263726,357,85750,,,-1.6,2,5.5,24,5,4,7.8,0,10.5,8.2
2016/2/28,,,,,,,-0.5,0.5,8.2,24,0,2.6,8.7,0.5,9.8,6.8
2016/2/29,311,400876,361,113017,,,3.4,7,0,21,1,6.5,8.3,0.5,2.1,9
2016/3/1,320,221509,383,93966,,,-2.6,6,0.9,31,13,8.6,5.2,0,10.9,8.2
2016/3/2,,,,,,,-2,2,2.9,32,8,3.9,6.3,0,8.7,4.8
2016/3/3,325,317434,406,112217,,,0.8,0.5,1.1,27,6,5.1,9.2,0,10.8,4.7
2016/3/4,324,187852,413,85279,281,825,0.9,0,9.9,22,0,3.8,10.4,0,9.7,6.7
2016/3/5,317,252490,371,58846,227,30,1,0,10.3,21,0,3.2,10.7,0,2.6,5.6
2016/3/6,,,,,,,6,4,0,18,0,3.1,13.2,2,3.1,6.2
2016/3/7,322,359489,459,78193,,,5.6,1.5,7.1,12,0,3.8,14.1,31.5,0,4.3
2016/3/8,315,254022,401,58771,,,5.4,0,6.9,7,0,6.7,15.8,0,8.1,5.1
2016/3/9,,,,,,,1.4,0,2.7,0,0,4.9,8.7,21.5,0,5.8
2016/3/10,327,297617,503,51237,246,1240,-0.6,0,4.6,1,1,4.9,6.1,0,0,5
2016/3/11,329,195889,409,45926,,,-0.2,0,7.5,0,0,5.4,4.6,0,0,4.5
2016/3/12,322,267529,498,23509,,,0.4,0,6,0,0,5.2,5.8,0,1.4,4.4
2016/3/13,,,,,,,1.9,0,6,0,0,5.4,6.7,0,0.1,3.7
2016/3/14,328,331207,501,34714,254,1165,3.9,0,6.4,0,0,3.8,5.7,37,0,5.1
2016/3/15,330,225038,521,31135,182,160,3.6,0,5.5,0,0,5.9,8.1,0.5,11.4,8.9
2016/3/16,,,,,,,8,0,8.8,0,0,6.6,8.7,0,2.4,4.2
2016/3/17,338,348422,515,42977,,,10.3,0,10.6,0,0,5.9,13.1,0,11.4,4.4
2016/3/18,338,222293,464,38704,338,140,11.6,0,4.2,0,0,5.3,14.8,2,7.6,8.2
2016/3/19,344,277713,518,13722,324,30,8.8,5.5,0,0,0,4.7,14.9,7.5,1.9,6.3
2016/3/20,,,,,,,4.8,0,0.1,0,0,5.6,13.4,0.5,5.2,5.8
2016/3/21,,,,,,,2.6,0,6.6,0,0,5.7,9.5,0,4.5,4.9
2016/3/22,333,404022,405,17900,,,2.7,8.5,0,0,0,5.1,11,0,8.8,8
2016/3/23,347,152270,442,9160,,,2.9,0,2.5,1,1,5.1,11.5,0,5.9,6.7
2016/3/24,328,237115,406,15283,,,1.4,5.5,4.1,3,5,5.7,6.3,0.5,1.5,5.7
2016/3/25,335,231069,430,10199,,,2,12,3.6,9,6,4.8,8.1,0,9.2,7.2
2016/3/26,333,320906,394,9772,,,4,0.5,7.9,3,1,2.9,8,0,6.2,5.6
2016/3/27,,,,,,,5.8,0,10.7,0,0,5.2,10.4,0,5.2,6.1
2016/3/28,330,299557,434,5669,423,85,6.4,0,8.6,0,0,5.6,11.3,0,2.8,5
2016/3/29,339,183144,373,5986,,,7.9,0,9.4,0,0,3.7,13,0,9.8,7
2016/3/30,343,156431,407,5362,,,6.8,5.5,2.2,0,0,8.2,14.9,0,3.6,6.9
2016/3/31,329,226120,373,5522,,,7.2,0.5,11.1,0,0,6.3,14.9,0,9.1,6.8
2016/4/1,337,224659,420,2808,,,6.2,0,12.1,0,0,6.2,12.8,2.5,4.3,6.6
2016/4/2,328,242890,341,4867,,,9,0,11.3,0,0,5.5,10.5,1.5,0,3.5
2016/4/3,,,,,,,8.5,16,0,0,0,4.3,13.1,4,0,6.6
2016/4/4,332,211138,404,1391,,,4.8,7,4.8,0,0,4.3,15.6,8,0.7,6.7
2016/4/5,349,183664,430,2581,,,8.4,0,12.3,0,0,5.4,10.8,1.5,0,4.1
2016/4/6,,,,,,,8.3,0,11.8,0,0,5.1,14.6,0,8.3,6.7
2016/4/7,346,213284,497,2695,,,6.8,10,0,0,0,3.9,13.8,33,0.5,7.2
2016/4/8,345,157923,151,95,,,9.4,1,4.1,0,0,5.6,16.1,0,4.4,6.1
2016/4/9,348,194697,339,1110,,,9.6,0,9.1,0,0,8.1,17.1,0,7.5,8.1
2016/4/10,,,,,,,6,0,6.6,0,0,6.1,17.2,0,4.2,5
2016/4/11,338,283088,622,650,,,2.3,7,2.5,0,0,6.1,11.6,0,6.2,7.4
2016/4/12,353,159647,684,450,,,6,0,9.8,0,0,4.6,10.5,0,11.4,6.5
2016/4/13,,,,,,,11.4,6,4.2,0,0,5.8,14.4,1.5,0.7,8.7
2016/4/14,348,275502,360,145,,,12.3,7,1.2,0,0,4.1,15,20,0,4.8
2016/4/15,363,197710,2699,501,,,6.7,4.5,1.9,0,0,6.5,16.3,0,12.1,8.7
2016/4/16,354,239746,,,,,9.4,0,4.4,0,0,4.1,15.8,0,3.9,6.4
2016/4/17,,,,,,,10.8,9,0.4,0,0,14.8,19.2,6,3,12.6
2016/4/18,356,242134,2691,1882,,,11.4,0,0.4,0,0,10.4,18.9,0.5,6.9,6.5
2016/4/19,356,224435,,,,,9.1,0,6.3,0,0,6.6,16.2,0,11.6,8.1
2016/4/20,,,,,,,11.6,0,7.8,0,0,6.1,14.9,0,11.4,7.6
2016/4/21,358,224867,2274,2091,,,14.8,0,0.1,0,0,5.3,16.5,6,0,9
2016/4/22,356,158762,2116,2577,,,13.1,1,6.2,0,0,3.8,17.3,0,8.5,6.2
2016/4/23,362,229530,1992,936,,,12.6,0,5.3,0,0,6,17.9,0,2.1,5.6
2016/4/24,,,,,,,11.7,0,12.3,0,0,5.9,15.7,13.5,1.2,7.3
2016/4/25,361,272674,2253,2349,,,10.5,0,12.4,0,0,4.7,18.1,0,8.7,6.3
2016/4/26,381,133260,1309,401,,,10.5,0,3.9,0,0,4.3,19.2,0,10.9,5.9
2016/4/27,380,141034,2223,1776,,,10.8,0,9.8,0,0,4.3,18.1,0,0.3,5.6
2016/4/28,368,205658,2156,3367,,,8.4,15.5,0,0,0,4.6,14.4,22,0,4.3
2016/4/29,,,,,,,6.4,12.5,0,0,0,5.5,15.8,0,9.4,9.8
2016/4/30,373,306512,1802,3285,,,7.7,3,6.9,0,0,7,16,0,11,8
2016/5/1,,,,,,,8.3,0,3.2,0,0,3.4,18.2,0,9,4.8
2016/5/2,384,366321,2140,5665,,,13.1,0,2.8,0,0,3,17.4,0,3.5,4.9
2016/5/3,,,,,,,21,0,10.1,0,0,5.3,20.4,0,6,9.9
2016/5/4,,,,,,,16.3,0.5,0.6,0,0,7.3,22.1,13.5,9.2,11.8
2016/5/5,,,,,,,14.6,0,3.4,0,0,8.2,22.1,0,12.3,6.4
2016/5/6,399,175306,1915,6961,,,14.3,0,4.4,0,0,4.4,18.1,2.5,0.1,6.4
2016/5/7,387,204619,1863,102,,,15.2,4,5.8,0,0,7.3,21.2,0,11.5,9.1
2016/5/8,,,,,,,15,0,10.8,0,0,6,21.3,0,11.9,7.3
2016/5/9,392,196475,2005,8911,,,13.3,0,11.9,0,0,4.8,18.5,19,0,6.6
2016/5/10,418,150694,1540,99,,,11.4,6.5,0,0,0,5.4,18.4,6,0.1,5.5
2016/5/11,,,,,,,12.5,12.5,0,0,0,6,21.4,5.5,1.7,10
2016/5/12,419,163528,1890,9308,,,13.5,0,9,0,0,6.2,21.7,0,13.1,6.2
2016/5/13,419,141522,1495,511,,,17,0,11.9,0,0,6.9,21.2,0,11.1,5.5
2016/5/14,413,163135,1788,7938,,,15.1,0,11.2,0,0,5.3,19.8,0,8.9,6.5
2016/5/15,,,,,,,15.9,0,12,0,0,4.6,17.6,0,12.5,6.2
2016/5/16,426,165780,1648,13404,,,18.4,0,10.3,0,0,3.9,19,0,1.8,7.5
2016/5/17,406,145631,1532,1404,,,15.3,3,8.1,0,0,4.2,18.3,31.5,0,6.9
2016/5/18,414,78079,1541,47,,,17.2,0,13.6,0,0,5.1,20,0,13.4,5.4
2016/5/19,407,159728,1553,16538,,,17.7,0,12.8,0,0,3.4,19.3,0,11.6,6.7
2016/5/20,405,136802,1587,5305,,,16.9,0,10.8,0,0,3.7,17.2,0,1.7,4.7
2016/5/21,412,144233,1476,11304,,,18.4,0,12.2,0,0,4.2,19.1,0,12.1,5.8
2016/5/22,,,,,,,19.8,0,13.5,0,0,4.1,22.4,0,13.1,5.4
2016/5/23,379,159530,1488,17163,,,18.7,0,11.1,0,0,4.5,23.5,0,12.5,4.9
2016/5/24,393,111918,1558,6577,,,17.2,0,3.4,0,0,3.1,23.4,0,8.7,8.1
2016/5/25,,,,,,,19.2,0,1.3,0,0,5.6,22.2,0,0,8.6
2016/5/26,400,180219,1456,19992,216,65,22,2,8.5,0,0,4.6,23,0,3.6,7.6
2016/5/27,411,118534,1404,2362,,,17.9,0,9.5,0,0,6.7,19.4,36.5,0.3,6.5
2016/5/28,413,119711,1373,20604,,,18,0,13.9,0,0,4.9,19.3,0,0.2,4.2
2016/5/29,,,,,,,17.8,0,9.1,0,0,4.7,21.7,0,10.4,5.6
2016/5/30,403,207728,1329,20614,,,18.6,0,9.4,0,0,4.4,17.4,23,0,7.2
2016/5/31,424,120989,1407,4667,,,17.5,8,7.4,0,0,5.8,20.4,0,4.6,6.5
2016/6/1,,,,,,,13,3,3.1,0,0,5.1,21.5,0,5.7,7.6
2016/6/2,427,161435,1273,34849,2380,254,13,0.5,6.1,0,0,5,20.7,0,13,9.1
2016/6/3,415,137903,1350,10123,2157,240,14.3,0,1.3,0,0,5.7,19.4,0,12.7,8.2
2016/6/4,423,129272,1230,16253,2107,246,16.6,1,3.5,0,0,6.1,21.7,0,8,8.9
2016/6/5,,,,,,,14.1,0,4,0,0,4.6,19.3,3,2.8,4.8
2016/6/6,421,140950,1227,32864,2007,182,16,0,11.9,0,0,5.2,20,0,0.5,4.5
2016/6/7,432,119715,1320,7838,1948,261,20,0,10.2,0,0,4.2,19.6,0.5,0,3.7
2016/6/8,,,,,,,18.4,1,0.4,0,0,3.3,21.9,0,5.7,5.9
2016/6/9,416,153499,1184,30861,1750,303,18.1,19,0,0,0,3.2,21.2,6.5,0,4
2016/6/10,434,106086,1248,11538,1802,169,17.2,0,4.7,0,0,4.8,23.5,0,10.2,6.5
2016/6/11,415,115783,1167,23405,1822,145,19.5,0,10.5,0,0,3.4,23.5,0,10.7,6.6
2016/6/12,,,,,,,18.6,0,4.2,0,0,3.6,23.9,0,6.4,6.1
2016/6/13,406,122797,1171,31694,1802,383,18.5,4,0,0,0,3.5,19.8,98.5,0,6.2
2016/6/14,418,72122,1210,6335,1797,326,18.4,0.5,0,0,0,3.7,22.2,0,5.2,5.9
2016/6/15,,,,,,,19.5,0,6.1,0,0,4.4,20.8,0,0,4.8
2016/6/16,414,132219,1186,34349,1782,231,18.4,5,0,0,0,2.8,22.1,7.5,0,6
2016/6/17,426,86420,1217,9712,1787,269,20.3,12.5,4.7,0,0,6.9,24.2,2.5,8.2,5.2
2016/6/18,420,98455,1150,23288,1774,287,18.3,0,1,0,0,3.3,26.7,0,13.3,6
2016/6/19,,,,,,,18.8,0,7,0,0,3.7,24.3,5,4.2,7.4
2016/6/20,422,128867,1141,38403,1507,1077,20.7,4,4.2,0,0,4.9,24.3,4,5.9,4.6
2016/6/21,432,91169,1191,3880,1622,284,19.7,0,4,0,0,5.1,22.7,10,2.5,4.1
2016/6/22,,,,,,,19.4,0,4.8,0,0,3.4,22.7,0.5,0,5.1
2016/6/23,426,117658,1161,36436,1478,1577,17.2,0,3.7,0,0,3.5,23,9.5,3.3,5.1
2016/6/24,407,87596,1115,19737,1519,91,17.7,0,0.3,0,0,3.6,22.7,1.5,0,5.6
2016/6/25,424,70659,1116,27481,1041,2814,21.8,2,5.2,0,0,7.5,25.4,1,0,7.5
2016/6/26,,,,,,,17.8,0,5.4,0,0,8.8,25.5,0,9.8,5.7
2016/6/27,407,132711,1131,27989,949,2114,17.6,0,8.4,0,0,4.6,24.4,0,10.4,7.2
2016/6/28,426,69057,1134,24426,993,1895,20.2,0,8.7,0,0,3.5,19.1,23,0,5.5
2016/6/29,419,78350,1141,4039,944,1594,21.6,0,13.9,0,0,4.8,21.5,0.5,0,4.1
2016/6/30,416,127487,1093,39472,935,3143,22.4,0,8.3,0,0,4.7,23,1,0.6,3.4
2016/7/1,399,83346,1148,23794,860,2633,24.1,0,6.3,0,0,4.5,25.6,0,4.4,7
2016/7/2,428,79454,1113,43443,868,4867,24.5,1.5,0.4,0,0,5.4,27,0,6.9,5.9
2016/7/3,,,,,,,23.6,0,5.3,0,0,6.6,29.2,0,7.6,7.2
2016/7/4,413,104632,1087,49778,875,7218,19.9,0,8,0,0,6.5,27.8,1.5,7.1,5.6
2016/7/5,410,86674,1063,18834,864,10593,20.3,0,9.6,0,0,5.1,21.7,0,0,5.5
2016/7/6,411,64350,1248,4894,745,3645,16,40,0,0,0,3,23.1,0,4.1,6.2
2016/7/7,406,71199,1091,61707,887,7718,17.8,0.5,1.1,0,0,3.8,27.4,0,12.8,8.3
2016/7/8,452,88950,1274,16253,829,3641,20.4,0,8.7,0,0,4,25.3,0,2.1,4.7
2016/7/9,423,71367,1092,50253,870,10142,22.7,0,4.6,0,0,3.8,22.4,12.5,0,6.3
2016/7/10,,,,,,,22.5,0,4.2,0,0,5.9,25.6,0,11.7,5.8
2016/7/11,435,106443,1084,54227,837,12216,19.8,0,11.9,0,0,5.3,28,0,12.5,6.1
2016/7/12,437,61044,1094,21275,810,7368,20.5,0,13.5,0,0,5,27.1,0,6.3,6.4
2016/7/13,,,,,,,23.4,0,13.7,0,0,4.1,25.1,2,0,3.8
2016/7/14,425,114848,1062,58959,777,27430,19.6,24.5,0,0,0,3.3,25.9,21,3.9,6
2016/7/15,444,84301,1047,28592,766,12233,20.8,1.5,7.4,0,0,4.4,22.2,5.5,0,4.9
2016/7/16,432,109751,1028,51171,718,27609,21.9,1,5.8,0,0,3.3,24.1,0,1.6,4.6
2016/7/17,,,,,,,20.4,2.5,0,0,0,2.4,25.9,0,0.1,3.6
2016/7/18,,,,,,,22.7,0,1.7,0,0,2.9,28.7,0,7.5,5.6
